PING 10.10.1.3 (10.10.1.3) 1000(1028) bytes of data.
1008 bytes from 10.10.1.3: icmp_seq=82 ttl=64 time=0.490 ms
1008 bytes from 10.10.1.3: icmp_seq=83 ttl=64 time=0.507 ms
1008 bytes from 10.10.1.3: icmp_seq=84 ttl=64 time=0.598 ms
1008 bytes from 10.10.1.3: icmp_seq=85 ttl=64 time=0.535 ms
1008 bytes from 10.10.1.3: icmp_seq=86 ttl=64 time=0.760 ms
1008 bytes from 10.10.1.3: icmp_seq=87 ttl=64 time=0.518 ms
1008 bytes from 10.10.1.3: icmp_seq=88 ttl=64 time=0.584 ms
1008 bytes from 10.10.1.3: icmp_seq=89 ttl=64 time=0.493 ms
1008 bytes from 10.10.1.3: icmp_seq=90 ttl=64 time=0.507 ms
1008 bytes from 10.10.1.3: icmp_seq=91 ttl=64 time=0.588 ms
1008 bytes from 10.10.1.3: icmp_seq=92 ttl=64 time=0.582 ms
1008 bytes from 10.10.1.3: icmp_seq=93 ttl=64 time=0.436 ms
1008 bytes from 10.10.1.3: icmp_seq=94 ttl=64 time=0.620 ms
1008 bytes from 10.10.1.3: icmp_seq=95 ttl=64 time=0.503 ms
1008 bytes from 10.10.1.3: icmp_seq=96 ttl=64 time=0.440 ms
1008 bytes from 10.10.1.3: icmp_seq=97 ttl=64 time=0.443 ms
1008 bytes from 10.10.1.3: icmp_seq=98 ttl=64 time=0.536 ms
1008 bytes from 10.10.1.3: icmp_seq=99 ttl=64 time=0.558 ms
1008 bytes from 10.10.1.3: icmp_seq=100 ttl=64 time=0.614 ms

--- 10.10.1.3 ping statistics ---
100 packets transmitted, 100 received, 0% packet loss, time 101295ms
rtt min/avg/max/mdev = 0.436/0.545/0.760/0.060 ms
