PING 10.10.1.3 (10.10.1.3) 500(528) bytes of data.
508 bytes from 10.10.1.3: icmp_seq=85 ttl=64 time=0.639 ms
508 bytes from 10.10.1.3: icmp_seq=86 ttl=64 time=0.533 ms
508 bytes from 10.10.1.3: icmp_seq=87 ttl=64 time=0.612 ms
508 bytes from 10.10.1.3: icmp_seq=88 ttl=64 time=0.540 ms
508 bytes from 10.10.1.3: icmp_seq=89 ttl=64 time=0.459 ms
508 bytes from 10.10.1.3: icmp_seq=90 ttl=64 time=0.393 ms
508 bytes from 10.10.1.3: icmp_seq=91 ttl=64 time=0.616 ms
508 bytes from 10.10.1.3: icmp_seq=92 ttl=64 time=0.529 ms
508 bytes from 10.10.1.3: icmp_seq=93 ttl=64 time=0.561 ms
508 bytes from 10.10.1.3: icmp_seq=94 ttl=64 time=0.564 ms
508 bytes from 10.10.1.3: icmp_seq=95 ttl=64 time=0.403 ms
508 bytes from 10.10.1.3: icmp_seq=96 ttl=64 time=0.517 ms
508 bytes from 10.10.1.3: icmp_seq=97 ttl=64 time=0.547 ms
508 bytes from 10.10.1.3: icmp_seq=98 ttl=64 time=0.515 ms
508 bytes from 10.10.1.3: icmp_seq=99 ttl=64 time=0.637 ms
508 bytes from 10.10.1.3: icmp_seq=100 ttl=64 time=0.549 ms

--- 10.10.1.3 ping statistics ---
100 packets transmitted, 100 received, 0% packet loss, time 101307ms
rtt min/avg/max/mdev = 0.391/0.529/0.833/0.076 ms
