PING 10.10.1.3 (10.10.1.3) 1400(1428) bytes of data.
1408 bytes from 10.10.1.3: icmp_seq=70 ttl=64 time=0.350 ms
1408 bytes from 10.10.1.3: icmp_seq=71 ttl=64 time=0.360 ms
1408 bytes from 10.10.1.3: icmp_seq=72 ttl=64 time=0.426 ms
1408 bytes from 10.10.1.3: icmp_seq=73 ttl=64 time=0.449 ms
1408 bytes from 10.10.1.3: icmp_seq=74 ttl=64 time=0.449 ms
1408 bytes from 10.10.1.3: icmp_seq=75 ttl=64 time=0.453 ms
1408 bytes from 10.10.1.3: icmp_seq=76 ttl=64 time=0.293 ms
1408 bytes from 10.10.1.3: icmp_seq=77 ttl=64 time=0.503 ms
1408 bytes from 10.10.1.3: icmp_seq=78 ttl=64 time=0.447 ms
1408 bytes from 10.10.1.3: icmp_seq=79 ttl=64 time=0.414 ms
1408 bytes from 10.10.1.3: icmp_seq=80 ttl=64 time=0.420 ms
1408 bytes from 10.10.1.3: icmp_seq=81 ttl=64 time=0.397 ms
1408 bytes from 10.10.1.3: icmp_seq=82 ttl=64 time=0.397 ms
1408 bytes from 10.10.1.3: icmp_seq=83 ttl=64 time=0.375 ms
1408 bytes from 10.10.1.3: icmp_seq=84 ttl=64 time=0.440 ms
1408 bytes from 10.10.1.3: icmp_seq=85 ttl=64 time=0.473 ms
1408 bytes from 10.10.1.3: icmp_seq=86 ttl=64 time=0.398 ms
1408 bytes from 10.10.1.3: icmp_seq=87 ttl=64 time=0.566 ms
1408 bytes from 10.10.1.3: icmp_seq=88 ttl=64 time=0.410 ms
1408 bytes from 10.10.1.3: icmp_seq=89 ttl=64 time=0.448 ms
1408 bytes from 10.10.1.3: icmp_seq=90 ttl=64 time=0.420 ms
1408 bytes from 10.10.1.3: icmp_seq=91 ttl=64 time=0.557 ms
1408 bytes from 10.10.1.3: icmp_seq=92 ttl=64 time=0.554 ms
1408 bytes from 10.10.1.3: icmp_seq=93 ttl=64 time=0.425 ms
1408 bytes from 10.10.1.3: icmp_seq=94 ttl=64 time=0.392 ms
1408 bytes from 10.10.1.3: icmp_seq=95 ttl=64 time=0.549 ms
1408 bytes from 10.10.1.3: icmp_seq=96 ttl=64 time=0.471 ms
1408 bytes from 10.10.1.3: icmp_seq=97 ttl=64 time=0.423 ms
1408 bytes from 10.10.1.3: icmp_seq=98 ttl=64 time=0.482 ms
1408 bytes from 10.10.1.3: icmp_seq=99 ttl=64 time=0.417 ms
1408 bytes from 10.10.1.3: icmp_seq=100 ttl=64 time=0.505 ms

--- 10.10.1.3 ping statistics ---
100 packets transmitted, 100 received, 0% packet loss, time 101381ms
rtt min/avg/max/mdev = 0.293/0.441/0.587/0.062 ms
